image_id,class
ISIC_0054110,1
ISIC_0054112,1
ISIC_0054115,0
ISIC_0054134,0
ISIC_0054138,1
ISIC_0054141,1
ISIC_0054145,0
ISIC_0054146,1
ISIC_0054148,0
ISIC_0054149,0
ISIC_0054157,0
ISIC_0054162,0
ISIC_0054166,0
ISIC_0054167,1
ISIC_0054168,0
ISIC_0054176,0
ISIC_0054179,1
ISIC_0054185,1
ISIC_0054194,1
ISIC_0054197,0
ISIC_0054198,1
ISIC_0054205,1
ISIC_0054206,1
ISIC_0054211,0
ISIC_0054220,1
ISIC_0054221,0
ISIC_0054230,0
ISIC_0054233,1
ISIC_0054238,0
ISIC_0054239,1
ISIC_0054244,1
ISIC_0054248,1
ISIC_0054251,1
ISIC_0054256,0
ISIC_0054258,0
ISIC_0054263,0
ISIC_0054268,0
ISIC_0054278,0
ISIC_0054281,0
ISIC_0054284,1
ISIC_0054289,1
ISIC_0054290,1
ISIC_0054305,0
ISIC_0054307,0
ISIC_0054308,0
ISIC_0054310,0
ISIC_0054326,0
ISIC_0054327,0
ISIC_0054341,1
ISIC_0054348,0
ISIC_0054352,0
ISIC_0054356,0
ISIC_0054364,1
ISIC_0054369,0
ISIC_0054373,0
ISIC_0054381,0
ISIC_0054382,0
ISIC_0054387,0
ISIC_0054391,1
ISIC_0054393,0
ISIC_0054400,0
ISIC_0054403,0
ISIC_0054404,0
ISIC_0054406,0
ISIC_0054407,0
ISIC_0054409,1
ISIC_0054417,0
ISIC_0054421,0
ISIC_0054422,0
ISIC_0054427,1
ISIC_0054428,0
ISIC_0054434,1
ISIC_0054440,0
ISIC_0054442,0
ISIC_0054445,1
ISIC_0054446,0
ISIC_0054456,0
ISIC_0054459,1
ISIC_0054462,1
ISIC_0054464,1
ISIC_0054476,0
ISIC_0054482,1
ISIC_0054486,0
ISIC_0054492,1
ISIC_0054494,0
ISIC_0054495,0
ISIC_0054499,0
ISIC_0054500,1
ISIC_0054506,1
ISIC_0054510,0
ISIC_0054514,0
ISIC_0054525,0
ISIC_0054528,1
ISIC_0054537,0
ISIC_0054541,0
ISIC_0054544,1
ISIC_0054545,0
ISIC_0054558,0
ISIC_0054559,0
ISIC_0054562,0
ISIC_0054568,1
ISIC_0054570,1
ISIC_0054576,0
ISIC_0054581,0
ISIC_0054582,0
ISIC_0054588,0
ISIC_0054591,0
ISIC_0054596,0
ISIC_0054600,0
ISIC_0054618,1
ISIC_0054620,0
ISIC_0054622,0
ISIC_0054624,1
ISIC_0054625,1
ISIC_0054626,1
ISIC_0054629,1
ISIC_0054640,0
ISIC_0054643,0
ISIC_0054651,1
ISIC_0054652,0
ISIC_0054655,0
ISIC_0054659,0
ISIC_0054663,1
ISIC_0054664,1
ISIC_0054669,0
ISIC_0054670,1
ISIC_0054671,1
ISIC_0054672,0
ISIC_0054677,1
ISIC_0054685,0
ISIC_0054691,1
ISIC_0054692,0
ISIC_0054695,0
ISIC_0054696,0
ISIC_0054700,0
ISIC_0054705,1
ISIC_0054706,0
ISIC_0054707,0
ISIC_0054710,1
ISIC_0054716,0
ISIC_0054725,1
ISIC_0054727,0
ISIC_0054729,0
ISIC_0054730,0
ISIC_0054743,1
ISIC_0054744,1
ISIC_0054747,1
ISIC_0054748,1
ISIC_0054749,0
ISIC_0054751,0
ISIC_0054766,0
ISIC_0054767,1
ISIC_0054770,1
ISIC_0054775,0
ISIC_0054777,1
ISIC_0054783,0
ISIC_0054792,0
ISIC_0054796,1
ISIC_0054798,0
ISIC_0054809,0
ISIC_0054819,1
ISIC_0054826,0
ISIC_0054831,0
ISIC_0054838,0
ISIC_0054846,1
ISIC_0054850,0
ISIC_0054853,1
ISIC_0054856,0
ISIC_0054864,0
ISIC_0054867,0
ISIC_0054870,1
ISIC_0054871,0
ISIC_0054874,1
ISIC_0054885,1
ISIC_0054886,1
ISIC_0054887,0
ISIC_0054891,0
ISIC_0054892,1
ISIC_0054896,0
ISIC_0054898,0
ISIC_0054904,1
ISIC_0054909,0
ISIC_0054914,1
ISIC_0054923,0
ISIC_0054925,0
ISIC_0054932,1
ISIC_0054936,1
ISIC_0054937,0
ISIC_0054941,1
ISIC_0054954,1
ISIC_0054956,0
ISIC_0054959,0
ISIC_0054963,1
ISIC_0054964,0
ISIC_0054973,1
ISIC_0054974,1
ISIC_0054976,1
ISIC_0054982,1
ISIC_0054988,1
ISIC_0054995,1
ISIC_0054996,0
ISIC_0054998,0
ISIC_0055006,0
ISIC_0055007,1
ISIC_0055022,1
ISIC_0055024,1
ISIC_0055034,0
ISIC_0055035,0
ISIC_0055039,1
ISIC_0055043,0
ISIC_0055044,0
ISIC_0055053,0
ISIC_0055057,0
ISIC_0055069,0
ISIC_0055073,0
ISIC_0055079,1
ISIC_0055080,0
ISIC_0055081,1
ISIC_0055083,0
ISIC_0055086,1
ISIC_0055090,0
ISIC_0055105,1
ISIC_0055114,0
ISIC_0055118,0
ISIC_0055122,0
ISIC_0055125,0
ISIC_0055129,0
ISIC_0055136,1
ISIC_0055139,0
ISIC_0055140,1
ISIC_0055141,1
ISIC_0055143,1
ISIC_0055147,1
ISIC_0055155,0
ISIC_0055156,1
ISIC_0055157,1
ISIC_0055161,1
ISIC_0055167,1
ISIC_0055177,0
ISIC_0055184,0
ISIC_0055186,0
ISIC_0055189,0
ISIC_0055191,1
ISIC_0055193,1
ISIC_0055199,0
ISIC_0055208,1
ISIC_0055213,1
ISIC_0055237,0
ISIC_0055239,0
ISIC_0055240,0
ISIC_0055241,1
ISIC_0055246,1
ISIC_0055248,0
ISIC_0055249,1
ISIC_0055253,1
ISIC_0055254,1
ISIC_0055263,0
ISIC_0055264,1
ISIC_0055265,1
ISIC_0055269,0
ISIC_0055276,1
ISIC_0055277,0
ISIC_0055278,0
ISIC_0055279,1
ISIC_0055282,1
ISIC_0055289,1
ISIC_0055293,1
ISIC_0055294,0
ISIC_0055295,1
ISIC_0055296,0
ISIC_0055297,1
ISIC_0055299,0
ISIC_0055305,0
ISIC_0055307,0
ISIC_0055309,1
ISIC_0055310,0
ISIC_0055311,1
ISIC_0055314,1
ISIC_0055317,1
ISIC_0055318,1
ISIC_0055324,0
ISIC_0055327,1
ISIC_0055332,0
ISIC_0055337,1
ISIC_0055338,0
ISIC_0055340,1
ISIC_0055341,0
ISIC_0055343,0
ISIC_0055354,0
ISIC_0055358,0
ISIC_0055359,1
ISIC_0055362,1
ISIC_0055369,0
ISIC_0055370,0
ISIC_0055376,1
ISIC_0055388,0
ISIC_0055393,1
ISIC_0055403,1
ISIC_0055404,1
ISIC_0055405,1
ISIC_0055406,0
ISIC_0055410,0
ISIC_0055412,1
ISIC_0055414,0
ISIC_0055420,0
ISIC_0055426,0
ISIC_0055435,0
ISIC_0055437,0
ISIC_0055438,1
ISIC_0055440,1
ISIC_0055442,0
ISIC_0055451,1
ISIC_0055453,1
ISIC_0055459,1
ISIC_0055460,1
ISIC_0055461,0
ISIC_0055462,1
ISIC_0055463,0
ISIC_0055467,1
ISIC_0055470,0
ISIC_0055477,0
ISIC_0055484,0
ISIC_0055486,0
ISIC_0055491,1
ISIC_0055495,0
ISIC_0055496,1
ISIC_0055498,1
ISIC_0055503,1
ISIC_0055504,0
ISIC_0055507,0
ISIC_0055511,1
ISIC_0055513,1
ISIC_0055519,1
ISIC_0055520,0
ISIC_0055524,0
ISIC_0055527,1
ISIC_0055534,0
ISIC_0055535,0
ISIC_0055536,0
ISIC_0055541,0
ISIC_0055546,1
ISIC_0055548,0
ISIC_0055549,1
ISIC_0055550,1
ISIC_0055552,0
ISIC_0055553,0
ISIC_0055556,1
ISIC_0055563,1
ISIC_0055564,0
ISIC_0055566,0
ISIC_0055590,0
ISIC_0055592,0
ISIC_0055599,0
ISIC_0055601,0
ISIC_0055608,0
ISIC_0055611,0
ISIC_0055612,0
ISIC_0055620,0
ISIC_0055624,1
ISIC_0055634,0
ISIC_0055640,0
ISIC_0055657,0
ISIC_0055659,1
ISIC_0055664,0
ISIC_0055665,1
ISIC_0055682,0
ISIC_0055690,1
ISIC_0055691,0
ISIC_0055697,0
ISIC_0055698,0
ISIC_0055699,1
ISIC_0055701,1
ISIC_0055705,0
ISIC_0055709,1
ISIC_0055711,0
ISIC_0055714,1
ISIC_0055723,0
ISIC_0055727,0
ISIC_0055733,1
ISIC_0055737,0
ISIC_0055739,1
ISIC_0055741,1
ISIC_0055742,1
ISIC_0055745,0
ISIC_0055747,1
ISIC_0055751,0
ISIC_0055759,1
ISIC_0055771,1
ISIC_0055774,0
ISIC_0055776,1
ISIC_0055778,0
ISIC_0055781,1
ISIC_0055783,1
ISIC_0055796,1
ISIC_0055797,1
ISIC_0055799,1
ISIC_0055804,0
ISIC_0055805,0
ISIC_0055818,1
ISIC_0055826,0
ISIC_0055828,1
ISIC_0055832,1
ISIC_0055833,0
ISIC_0055840,1
ISIC_0055841,1
ISIC_0055853,0
ISIC_0055858,0
ISIC_0055859,1
ISIC_0055862,1
ISIC_0055868,0
ISIC_0055872,0
ISIC_0055876,1
ISIC_0055887,1
ISIC_0055892,1
ISIC_0055899,1
ISIC_0055902,1
ISIC_0055905,1
ISIC_0055911,1
ISIC_0055918,1
ISIC_0055919,0
ISIC_0055924,1
ISIC_0055927,0
ISIC_0055930,1
ISIC_0055931,1
ISIC_0055935,0
ISIC_0055937,1
ISIC_0055938,1
ISIC_0055939,0
ISIC_0055945,0
ISIC_0055947,0
ISIC_0055949,0
ISIC_0055970,0
ISIC_0055983,0
ISIC_0055984,1
ISIC_0055987,0
ISIC_0055994,0
ISIC_0056008,0
ISIC_0056009,0
ISIC_0056017,1
ISIC_0056019,1
ISIC_0056022,0
ISIC_0056026,0
ISIC_0056035,0
ISIC_0056036,1
ISIC_0056038,0
ISIC_0056040,0
ISIC_0056041,1
ISIC_0056044,1
ISIC_0056047,1
ISIC_0056063,1
ISIC_0056064,0
ISIC_0056067,0
ISIC_0056068,0
ISIC_0056078,0
ISIC_0056079,1
ISIC_0056085,0
ISIC_0056089,1
ISIC_0056092,1
ISIC_0056104,0
ISIC_0056108,0
ISIC_0056110,0
ISIC_0056111,0
ISIC_0056112,0
ISIC_0056118,1
ISIC_0056119,1
ISIC_0056127,1
ISIC_0056129,0
ISIC_0056135,0
ISIC_0056136,1
ISIC_0056138,1
ISIC_0056141,1
ISIC_0056152,1
ISIC_0056156,1
ISIC_0056164,1
ISIC_0056168,0
ISIC_0056178,0
ISIC_0056186,1
ISIC_0056190,1
ISIC_0056196,0
ISIC_0056201,1
ISIC_0056202,1
ISIC_0056207,0
ISIC_0056208,1
ISIC_0056221,1
ISIC_0056222,0
ISIC_0056228,1
ISIC_0056232,1
ISIC_0056239,0
ISIC_0056246,1
ISIC_0056247,1
ISIC_0056250,0
ISIC_0056256,0
ISIC_0056257,0
ISIC_0056260,0
ISIC_0056261,1
ISIC_0056266,0
ISIC_0056269,1
ISIC_0056276,0
ISIC_0056288,0
ISIC_0056292,1
ISIC_0056294,0
ISIC_0056298,1
ISIC_0056301,0
ISIC_0056309,1
ISIC_0056313,0
ISIC_0056314,0
ISIC_0056319,1
ISIC_0056325,0
ISIC_0056326,0
ISIC_0056333,0
ISIC_0056339,0
ISIC_0056340,0
ISIC_0056342,0
ISIC_0056344,0
ISIC_0056349,0
ISIC_0056351,0
ISIC_0056356,0
ISIC_0056359,0
ISIC_0056364,1
ISIC_0056369,0
ISIC_0056380,0
ISIC_0056389,1
ISIC_0056391,0
ISIC_0056393,0
ISIC_0056403,1
ISIC_0056404,0
ISIC_0056408,0
ISIC_0056409,1
ISIC_0056418,0
ISIC_0056422,1
ISIC_0056424,0
ISIC_0056425,1
ISIC_0056428,1
ISIC_0056430,0
ISIC_0056436,1
ISIC_0056440,1
ISIC_0056441,0
ISIC_0056444,0
ISIC_0056448,1
ISIC_0056451,0
ISIC_0056452,0
ISIC_0056455,0
ISIC_0056467,0
ISIC_0056468,0
ISIC_0056470,0
ISIC_0056479,1
ISIC_0056480,0
ISIC_0056483,1
ISIC_0056484,1
ISIC_0056490,0
ISIC_0056501,1
ISIC_0056506,0
ISIC_0056509,0
ISIC_0056511,1
ISIC_0056512,0
ISIC_0056525,1
ISIC_0056528,0
ISIC_0056533,0
ISIC_0056534,0
ISIC_0056537,1
ISIC_0056543,0
ISIC_0056546,1
ISIC_0056549,0
ISIC_0056552,0
ISIC_0056570,0
ISIC_0056572,1
ISIC_0056573,1
ISIC_0056577,0
ISIC_0056578,0
ISIC_0056579,0
ISIC_0056580,0
ISIC_0056581,0
ISIC_0056600,1
ISIC_0056601,1
ISIC_0056608,0
ISIC_0056614,1
ISIC_0056626,1
ISIC_0056635,0
ISIC_0056639,0
ISIC_0056651,0
ISIC_0056660,1
ISIC_0056663,1
ISIC_0056668,0
ISIC_0056673,0
ISIC_0056677,1
ISIC_0056682,0
ISIC_0056689,0
ISIC_0056690,0
ISIC_0056692,1
ISIC_0056697,0
ISIC_0056705,0
ISIC_0056706,0
ISIC_0056708,0
ISIC_0056712,0
ISIC_0056717,1
ISIC_0056720,0
ISIC_0056725,1
ISIC_0056726,1
ISIC_0056729,1
ISIC_0056733,0
ISIC_0056738,0
ISIC_0056740,1
ISIC_0056743,0
ISIC_0056749,1
ISIC_0056757,0
ISIC_0056761,0
ISIC_0056765,0
ISIC_0056771,0
ISIC_0056772,0
ISIC_0056778,0
ISIC_0056779,0
ISIC_0056782,0
ISIC_0056784,0
ISIC_0056788,1
ISIC_0056789,0
ISIC_0056790,1
ISIC_0056796,1
ISIC_0056799,1
ISIC_0056805,0
ISIC_0056806,1
ISIC_0056807,0
ISIC_0056809,0
ISIC_0056812,0
ISIC_0056817,1
ISIC_0056819,1
ISIC_0056825,0
ISIC_0056827,0
ISIC_0056828,0
ISIC_0056834,0
ISIC_0056836,0
ISIC_0056845,0
ISIC_0056846,0
ISIC_0056849,1
ISIC_0056855,0
ISIC_0056861,0
ISIC_0056863,1
ISIC_0056865,0
ISIC_0056869,0
ISIC_0056878,0
ISIC_0056880,0
ISIC_0056881,0
ISIC_0056897,0
ISIC_0056902,1
ISIC_0056907,0
ISIC_0056908,0
ISIC_0056915,1
ISIC_0056922,1
ISIC_0056923,0
ISIC_0056924,0
ISIC_0056926,1
ISIC_0056937,1
ISIC_0056940,1
ISIC_0056945,0
ISIC_0056958,0
ISIC_0056960,0
ISIC_0056966,0
ISIC_0056967,1
ISIC_0056968,0
ISIC_0056969,1
ISIC_0056979,1
ISIC_0056980,0
ISIC_0056981,1
ISIC_0056982,0
ISIC_0056984,1
ISIC_0056988,1
ISIC_0056989,0
ISIC_0056991,1
ISIC_0056993,0
ISIC_0056997,0
ISIC_0056998,1
ISIC_0057006,0
ISIC_0057009,1
ISIC_0057015,1
ISIC_0057019,1
ISIC_0057026,0
ISIC_0057032,1
ISIC_0057033,1
ISIC_0057039,0
ISIC_0057044,1
ISIC_0057047,0
ISIC_0057059,0
ISIC_0057070,0
ISIC_0057074,0
ISIC_0057089,1
ISIC_0057094,0
ISIC_0057100,0
ISIC_0057102,0
ISIC_0057106,0
ISIC_0057108,0
ISIC_0057134,0
ISIC_0057136,0
ISIC_0057138,0
ISIC_0057140,0
ISIC_0057141,1
ISIC_0057148,1
ISIC_0057150,0
ISIC_0057153,0
ISIC_0057155,1
ISIC_0057164,1
ISIC_0057166,0
ISIC_0057169,1
ISIC_0057172,1
ISIC_0057174,0
ISIC_0057178,0
ISIC_0057180,1
ISIC_0057183,0
ISIC_0057188,1
ISIC_0057196,1
ISIC_0057199,1
ISIC_0057207,0
ISIC_0057215,0
ISIC_0057218,1
ISIC_0057230,0
ISIC_0057234,1
ISIC_0057235,1
ISIC_0057238,0
ISIC_0057240,0
ISIC_0057244,1
ISIC_0057247,0
ISIC_0057251,1
ISIC_0057252,1
ISIC_0057254,0
ISIC_0057256,0
ISIC_0057260,0
ISIC_0057261,1
ISIC_0057269,0
ISIC_0057277,0
ISIC_0057283,0
ISIC_0057286,1
ISIC_0057287,0
ISIC_0057296,0
ISIC_0057299,1
ISIC_0057302,1
ISIC_0057307,1
ISIC_0057312,0
ISIC_0057313,1
ISIC_0057315,1
ISIC_0057328,1
ISIC_0057339,0
ISIC_0057340,0
ISIC_0057342,0
ISIC_0057344,1
ISIC_0057354,0
ISIC_0057364,0
ISIC_0057370,1
ISIC_0057371,1
ISIC_0057372,0
ISIC_0057374,1
ISIC_0057375,0
ISIC_0057377,0
ISIC_0057385,0
ISIC_0057386,0
ISIC_0057395,1
ISIC_0057396,0
ISIC_0057397,1
ISIC_0057405,0
ISIC_0057406,1
ISIC_0057408,1
ISIC_0057412,1
ISIC_0057417,1
ISIC_0057420,0
ISIC_0057429,0
ISIC_0057436,1
ISIC_0057441,0
ISIC_0057443,0
ISIC_0057450,1
ISIC_0057451,0
ISIC_0057462,1
ISIC_0057464,0
ISIC_0057475,0
ISIC_0057480,0
ISIC_0057481,0
ISIC_0057482,1
ISIC_0057484,0
ISIC_0057487,0
ISIC_0057489,0
ISIC_0057495,0
ISIC_0057496,1
ISIC_0057501,0
ISIC_0057506,0
ISIC_0057512,0
ISIC_0057513,0
ISIC_0057516,0
ISIC_0057518,1
ISIC_0057522,0
ISIC_0057531,1
ISIC_0057534,1
ISIC_0057540,0
ISIC_0057544,0
ISIC_0057550,1
ISIC_0057556,1
ISIC_0057558,1
ISIC_0057562,0
ISIC_0057567,0
ISIC_0057571,0
ISIC_0057578,0
ISIC_0057589,0
ISIC_0057591,1
ISIC_0057593,1
ISIC_0057600,0
ISIC_0057625,0
ISIC_0057626,0
ISIC_0057633,0
ISIC_0057639,0
ISIC_0057651,0
ISIC_0057652,0
ISIC_0057655,1
ISIC_0057656,1
ISIC_0057668,1
ISIC_0057669,0
ISIC_0057672,1
ISIC_0057677,0
ISIC_0057681,0
ISIC_0057690,0
ISIC_0057694,0
ISIC_0057696,0
ISIC_0057700,1
ISIC_0057701,0
ISIC_0057702,1
ISIC_0057713,0
ISIC_0057716,1
ISIC_0057718,0
ISIC_0057722,0
ISIC_0057725,1
ISIC_0057729,1
ISIC_0057734,1
ISIC_0057744,1
ISIC_0057747,1
ISIC_0057753,1
ISIC_0057754,0
ISIC_0057759,1
ISIC_0057760,0
ISIC_0057762,1
ISIC_0057774,0
ISIC_0057777,0
ISIC_0057785,0
ISIC_0057787,1
ISIC_0057791,1
ISIC_0057793,0
ISIC_0057797,0
ISIC_0057803,0
ISIC_0057810,0
ISIC_0057814,0
ISIC_0057815,1
ISIC_0057816,0
ISIC_0057818,0
ISIC_0057828,1
ISIC_0057829,0
ISIC_0057845,1
ISIC_0057849,1
ISIC_0057854,0
ISIC_0057857,0
ISIC_0057858,0
ISIC_0057862,0
ISIC_0057864,1
ISIC_0057871,0
ISIC_0057872,0
ISIC_0057873,0
ISIC_0057875,0
ISIC_0057877,0
ISIC_0057887,0
ISIC_0057892,0
ISIC_0057897,0
ISIC_0057898,1
ISIC_0057908,0
ISIC_0057918,1
ISIC_0057919,0
ISIC_0057923,0
ISIC_0057924,0
ISIC_0057928,0
ISIC_0057932,0
ISIC_0057935,0
ISIC_0057938,1
ISIC_0057940,0
ISIC_0057946,0
ISIC_0057949,1
ISIC_0057960,1
ISIC_0057964,0
ISIC_0057969,0
ISIC_0057970,0
ISIC_0057974,1
ISIC_0057975,0
ISIC_0057985,0
ISIC_0057997,1
ISIC_0057999,1
ISIC_0058010,1
ISIC_0058012,0
ISIC_0058016,1
ISIC_0058018,0
ISIC_0058021,1
ISIC_0058024,1
ISIC_0058030,0
ISIC_0058033,1
ISIC_0058042,0
ISIC_0058046,1
ISIC_0058049,0
ISIC_0058050,1
ISIC_0058054,0
ISIC_0058057,0
ISIC_0058063,1
ISIC_0058070,0
ISIC_0058078,0
ISIC_0058079,0
ISIC_0058085,0
ISIC_0058087,1
ISIC_0058090,0
ISIC_0058097,1
ISIC_0058105,0
ISIC_0058108,0
ISIC_0058110,0
ISIC_0058118,1
ISIC_0058124,0
ISIC_0058125,1
ISIC_0058132,0
ISIC_0058135,1
ISIC_0058136,1
ISIC_0058138,1
ISIC_0058139,0
ISIC_0058141,0
ISIC_0058146,0
ISIC_0058148,0
ISIC_0058151,1
ISIC_0058158,0
ISIC_0058164,1
ISIC_0058165,0
ISIC_0058168,1
ISIC_0058171,0
ISIC_0058173,1
ISIC_0058174,1
ISIC_0058177,1
ISIC_0058180,0
ISIC_0058183,0
ISIC_0058184,0
ISIC_0058186,0
ISIC_0058187,0
ISIC_0058191,0
ISIC_0058199,0
ISIC_0058208,0
ISIC_0058215,0
ISIC_0058221,0
ISIC_0058224,1
ISIC_0058231,0
ISIC_0058233,0
ISIC_0058236,0
ISIC_0058237,1
ISIC_0058245,1
ISIC_0058248,0
ISIC_0058249,1
ISIC_0058251,0
ISIC_0058255,1
ISIC_0058272,0
ISIC_0058274,0
ISIC_0058285,1
ISIC_0058295,0
ISIC_0058298,1
ISIC_0058303,1
ISIC_0058307,1
ISIC_0058314,0
ISIC_0058321,1
ISIC_0058331,1
ISIC_0058332,1
ISIC_0058333,0
ISIC_0058338,0
ISIC_0058340,0
ISIC_0058341,1
ISIC_0058344,1
ISIC_0058346,1
ISIC_0058350,0
ISIC_0058352,0
ISIC_0058353,0
ISIC_0058360,0
ISIC_0058362,1
ISIC_0058368,1
ISIC_0058376,1
ISIC_0058381,0
ISIC_0058383,1
ISIC_0058385,0
ISIC_0058391,1
ISIC_0058395,0
ISIC_0058397,0
ISIC_0058399,1
ISIC_0058405,0
ISIC_0058408,1
ISIC_0058414,1
ISIC_0058418,1
ISIC_0058423,0
ISIC_0058425,1
ISIC_0058426,1
ISIC_0058428,1
ISIC_0058430,0
ISIC_0058432,1
ISIC_0058439,1
ISIC_0058446,0
ISIC_0058458,1
ISIC_0058464,0
ISIC_0058465,1
ISIC_0058470,0
ISIC_0058486,0
ISIC_0058495,0
ISIC_0058501,1
ISIC_0058505,0
ISIC_0058511,0
ISIC_0058513,1
ISIC_0058517,0
ISIC_0058523,0
ISIC_0058526,1
ISIC_0058529,0
ISIC_0058530,0
ISIC_0058531,0
ISIC_0058533,0
ISIC_0058534,0
ISIC_0058538,0
ISIC_0058544,1
ISIC_0058559,1
ISIC_0058561,0
ISIC_0058569,1
ISIC_0058585,0
ISIC_0058586,0
ISIC_0058587,0
ISIC_0058588,0
ISIC_0058599,1
ISIC_0058600,0
ISIC_0058603,0
ISIC_0058604,0
ISIC_0058607,1
ISIC_0058608,1
ISIC_0058624,0
ISIC_0058625,1
ISIC_0058627,0
ISIC_0058633,0
ISIC_0058635,0
ISIC_0058641,0
ISIC_0058642,0
ISIC_0058644,1
ISIC_0058645,1
ISIC_0058647,1
ISIC_0058652,0
ISIC_0058655,1
ISIC_0058656,0
ISIC_0058658,1
ISIC_0058660,1
ISIC_0058663,1
ISIC_0058666,1
ISIC_0058676,1
ISIC_0058679,0
ISIC_0058682,0
ISIC_0058686,0
ISIC_0058700,0
ISIC_0058712,0
ISIC_0058713,1
ISIC_0058715,0
ISIC_0058719,0
ISIC_0058723,1
ISIC_0058724,1
ISIC_0058730,0
ISIC_0058731,0
ISIC_0058733,0
ISIC_0058736,0
ISIC_0058743,1
ISIC_0058759,0
ISIC_0058763,1
ISIC_0058764,0
ISIC_0058768,1
ISIC_0058772,0
ISIC_0058790,1
ISIC_0058791,1
ISIC_0058792,1
ISIC_0058794,1
ISIC_0058795,0
ISIC_0058798,1
ISIC_0058799,0
ISIC_0058802,0
ISIC_0058803,0
ISIC_0058804,0
ISIC_0058807,1
ISIC_0058812,0
ISIC_0058813,0
ISIC_0058814,0
ISIC_0058820,0
ISIC_0058822,0
ISIC_0058823,0
ISIC_0058824,0
ISIC_0058827,0
ISIC_0058828,0
ISIC_0058830,0
ISIC_0058835,0
ISIC_0058836,1
ISIC_0058840,1
ISIC_0058850,0
ISIC_0058857,0
ISIC_0058858,1
ISIC_0058869,0
ISIC_0058871,0
ISIC_0058876,1
ISIC_0058877,1
ISIC_0058879,0
ISIC_0058880,1
ISIC_0058882,0
ISIC_0058889,0
ISIC_0058891,0
ISIC_0058895,0
ISIC_0058910,1
ISIC_0058913,0
ISIC_0058914,0
ISIC_0058922,0
ISIC_0058926,1
ISIC_0058930,0
ISIC_0058947,1
ISIC_0058952,0
ISIC_0058957,1
ISIC_0058959,1
ISIC_0058976,0
ISIC_0058979,0
